,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,YrSold,SalePrice
503,1274,124,11512,6,7,1959,2006,84,2,2,3,3,3,5,719,1,0,300,1019,3,1357,0,0,1357,1,0,1,0,2,1,4,5,1,4,1959,2,1,312,3,3,3,0,0,0,0,163,0,4,0,2008,177000
504,1424,0,19690,6,7,1966,1966,0,3,3,4,3,3,1,0,1,0,697,697,2,1575,626,0,2201,0,0,2,0,4,1,3,8,1,4,1966,1,2,432,4,4,3,586,236,0,0,0,738,4,0,2006,274970
505,1590,65,6305,6,6,1975,1975,0,2,2,3,3,3,5,528,1,0,480,1008,2,1096,0,0,1096,1,0,1,0,3,1,2,5,1,2,1975,1,1,352,3,3,3,0,0,0,0,0,0,0,0,2010,NA
506,2187,0,9638,6,6,1977,1977,0,2,2,3,3,3,5,368,3,120,541,1029,2,1117,0,0,1117,1,0,1,0,3,1,2,6,1,2,1977,2,2,542,3,3,3,292,0,0,0,0,0,0,0,2008,NA
507,2196,62,7692,4,6,1954,1954,0,2,2,5,3,3,1,0,1,0,416,416,3,1204,0,0,1204,0,0,1,0,3,1,2,6,0,0,1954,1,1,312,3,3,3,0,0,0,0,0,0,0,0,2008,NA
508,2547,65,6285,6,6,1976,1976,0,2,1,3,3,3,6,504,1,0,456,960,2,1044,0,0,1044,1,0,1,0,3,1,2,7,1,2,1976,1,2,528,3,2,3,228,0,0,0,0,0,0,0,2007,NA
509,2824,78,11679,5,5,1962,1962,96,2,2,3,3,4,5,612,3,1164,0,1776,4,1560,0,0,1560,0,1,2,0,3,1,2,6,1,2,1962,3,2,528,3,3,3,453,253,144,0,0,0,3,0,2006,NA
510,98,73,10921,4,5,1965,1965,48,2,2,3,3,1,3,520,1,0,440,960,2,960,0,0,960,1,0,1,0,3,1,2,6,0,0,1965,3,1,432,3,3,2,120,0,0,0,0,0,0,0,2007,94750
511,118,74,8536,5,5,2006,2007,0,2,2,4,3,1,1,0,1,0,1125,1125,3,1125,0,0,1125,0,0,1,1,2,1,2,5,0,0,2007,1,2,430,3,3,3,80,64,0,0,0,0,0,0,2007,155000
512,176,84,12615,6,7,1950,1961,0,2,2,3,4,3,5,477,1,0,725,1202,2,2158,0,0,2158,1,0,2,0,4,1,3,7,1,4,1950,1,2,576,3,3,3,0,29,39,0,0,0,3,0,2007,243000
513,183,60,9060,5,6,1957,2006,98,2,2,0,0,0,0,0,0,0,0,0,4,1340,0,0,1340,0,0,1,0,3,1,2,7,1,4,1957,2,1,252,3,3,3,116,0,0,180,0,0,3,0,2007,120000
514,201,80,8546,4,5,2003,2004,0,2,2,4,3,1,1,0,1,0,1121,1121,4,1121,0,0,1121,0,0,2,0,2,1,2,5,0,0,2003,2,2,440,3,3,3,132,64,0,0,0,0,0,0,2010,140000
515,212,83,10420,6,5,2009,2009,0,2,2,4,3,2,6,36,1,0,1176,1212,4,1212,0,0,1212,0,0,2,0,3,1,3,6,0,0,2009,2,2,460,3,3,3,100,22,0,0,0,0,0,0,2010,186000
516,270,0,7917,6,7,1976,1976,174,2,3,3,4,1,4,751,1,0,392,1143,2,1113,0,0,1113,1,0,1,1,3,1,2,6,1,2,1987,2,1,504,3,4,3,370,30,0,0,0,0,4,0,2007,148000
517,396,68,9571,5,6,1956,1956,0,2,2,3,3,3,4,739,1,0,405,1144,2,1144,0,0,1144,1,0,1,0,3,1,2,6,0,0,1956,1,1,596,3,3,3,44,0,0,0,0,0,0,0,2010,129000
518,411,68,9571,5,3,1958,1958,0,2,1,3,2,1,1,0,1,0,1276,1276,2,1276,0,0,1276,0,0,1,0,3,1,2,5,0,0,1958,1,1,350,3,3,3,0,0,0,0,0,0,0,0,2009,60000
519,446,73,9855,6,5,1956,1956,0,2,2,3,3,1,1,0,1,0,1436,1436,1,1689,0,0,1689,0,0,1,0,3,1,2,7,1,4,1956,1,2,480,3,3,3,0,0,0,0,0,0,3,0,2009,127500
520,503,70,9170,5,7,1965,1965,0,2,2,3,3,1,5,698,6,96,420,1214,4,1214,0,0,1214,1,0,1,0,2,1,2,6,0,0,1965,1,2,461,2,2,3,0,0,184,0,0,0,4,400,2007,140000
521,554,67,8777,4,5,1949,1960,0,2,2,0,0,0,0,0,0,0,0,0,4,1126,0,0,1126,0,0,2,0,2,1,3,5,0,0,2002,3,2,520,3,3,1,0,96,0,0,0,0,3,0,2009,108000
522,608,78,7800,5,8,1948,1960,0,2,3,3,4,1,6,603,1,0,293,896,4,1112,896,0,2008,1,0,3,0,3,1,4,8,0,0,1948,1,1,230,3,3,3,103,0,0,0,0,0,0,0,2006,225000
523,648,85,10452,6,5,1953,1953,216,2,2,3,3,2,3,500,1,0,594,1094,4,1094,0,0,1094,0,0,1,0,3,1,2,5,2,4,1953,2,2,495,3,3,3,0,0,0,0,287,0,0,0,2008,155000
524,660,75,9937,5,7,1964,1999,0,2,3,3,3,1,4,637,1,0,849,1486,4,1486,0,0,1486,1,0,1,0,3,1,2,7,0,0,1968,3,2,480,3,3,3,0,0,0,0,0,0,3,0,2009,167000
525,698,57,6420,5,7,1952,1952,0,2,2,5,4,2,2,210,5,551,219,980,1,1148,0,0,1148,0,1,1,0,2,1,2,6,0,0,1952,1,1,308,3,3,3,0,0,0,0,0,0,0,0,2006,123500
526,725,86,13286,9,5,2007,2008,340,4,2,5,3,1,6,1234,1,0,464,1698,4,1698,0,0,1698,1,0,2,0,3,1,4,8,1,4,2007,3,3,768,3,3,3,327,64,0,0,0,0,0,0,2009,320000
527,772,67,8877,4,5,1951,1951,0,2,2,2,2,1,2,836,1,0,0,836,2,1220,0,0,1220,0,0,1,0,2,1,2,6,0,0,1951,1,2,396,3,3,3,0,0,0,0,0,0,0,0,2006,102000
528,881,60,7024,5,5,2005,2006,0,2,2,5,4,1,5,980,1,0,110,1090,3,1090,0,0,1090,1,0,1,1,2,1,2,5,0,0,2005,3,2,450,3,3,3,0,49,0,0,0,0,0,0,2007,157000
529,918,0,17140,4,6,1956,1956,0,2,2,3,3,1,5,1059,1,0,75,1134,4,1229,0,0,1229,0,0,1,0,3,1,2,6,0,0,1956,2,1,284,3,3,3,0,0,0,0,0,0,0,0,2009,135000
530,979,68,9450,4,5,1954,1954,0,2,2,3,3,1,2,552,1,0,342,894,4,894,0,0,894,0,0,1,0,3,1,2,5,0,0,1999,1,2,400,3,3,3,0,0,0,0,0,0,0,0,2007,110000
531,1001,74,10206,3,3,1952,1952,0,2,2,0,0,0,0,0,0,0,0,0,1,944,0,0,944,0,0,1,0,2,1,1,4,0,0,1956,1,2,528,3,2,3,0,0,0,0,0,0,0,0,2009,82000
532,1021,60,7024,4,5,2005,2005,0,2,2,4,3,1,6,1024,1,0,108,1132,4,1132,0,0,1132,1,0,1,1,2,1,3,5,0,0,2005,3,2,451,3,3,3,252,64,0,0,0,0,0,0,2008,176000
533,1036,0,11500,4,3,1957,1957,0,2,3,0,0,0,0,0,0,0,0,0,4,845,0,0,845,0,0,1,0,3,1,2,5,0,0,1957,1,1,290,3,3,1,186,0,0,0,0,0,0,0,2009,84000
534,1046,0,13680,3,5,1955,1955,0,2,2,0,0,0,0,0,0,0,0,0,4,1733,0,0,1733,0,0,2,0,4,1,2,8,1,4,1955,1,2,452,3,3,3,0,0,0,0,0,0,0,0,2009,139600
535,1050,60,11100,4,7,1946,1958,0,2,2,0,0,0,0,0,0,0,0,0,4,930,0,0,930,0,0,1,0,2,1,3,6,0,0,1946,1,1,308,3,3,3,0,0,0,0,0,0,0,0,2010,84900
536,1054,68,8562,5,6,1957,2002,145,2,2,3,3,3,3,383,1,0,833,1216,4,1526,0,0,1526,0,0,1,0,4,1,2,7,1,4,1957,1,1,364,3,3,3,116,78,0,0,0,0,0,0,2010,144500
537,1123,0,8926,4,3,1956,1956,0,2,2,3,3,1,1,0,1,0,672,672,4,960,0,0,960,0,0,1,0,3,1,2,5,0,0,1956,1,1,288,3,3,3,64,0,0,0,160,0,3,0,2009,112000
538,1124,50,9405,5,9,1947,1959,0,2,4,3,3,1,1,0,1,0,698,698,4,698,0,0,698,0,1,1,0,2,1,2,4,0,0,0,0,0,0,0,0,3,0,200,0,0,0,0,0,0,2009,118000
539,1152,134,17755,5,4,1959,1959,132,2,2,3,3,1,4,176,1,0,1290,1466,2,1466,0,0,1466,0,0,1,1,3,1,1,6,2,4,1959,3,2,528,3,3,3,0,140,0,0,100,0,0,0,2006,149900
540,1180,77,8335,5,5,1954,1954,0,2,2,0,0,0,0,0,0,0,0,0,3,1124,0,0,1124,0,0,1,0,3,1,2,5,1,4,0,0,0,0,0,0,1,0,36,190,0,0,0,0,0,2006,93000
541,1295,60,8172,5,7,1955,1990,0,2,2,3,3,1,3,167,1,0,697,864,2,864,0,0,864,1,0,1,0,2,1,2,5,0,0,1957,1,2,572,3,3,1,0,0,0,0,0,0,0,0,2006,115000
542,1315,60,8190,4,6,1954,1954,0,2,2,3,3,1,3,732,1,0,216,948,4,948,0,0,948,1,0,1,0,3,1,2,5,1,3,1956,1,1,280,3,3,3,0,36,0,0,0,0,0,0,2007,119000
543,1320,75,10215,4,5,1954,1954,132,2,2,3,3,1,5,492,1,0,372,864,4,948,0,0,948,0,0,1,0,3,1,2,5,0,0,1954,1,1,248,3,3,3,0,0,0,0,0,0,0,0,2007,111000
544,1333,67,8877,4,6,1938,1952,0,2,2,3,3,2,5,690,1,0,126,816,4,816,0,0,816,1,0,1,0,2,1,2,3,1,4,1958,1,1,288,2,2,3,0,0,0,0,0,0,0,0,2009,100000
545,1460,75,9937,5,6,1965,1965,0,3,2,3,3,1,4,830,2,290,136,1256,3,1256,0,0,1256,1,0,1,1,3,1,2,6,0,0,1965,3,1,276,3,3,3,736,68,0,0,0,0,0,0,2008,147500
546,1570,65,11479,6,7,1950,1961,0,2,2,3,3,1,6,104,3,387,172,663,4,1074,0,0,1074,1,0,1,0,3,1,3,6,1,3,1987,1,1,467,3,3,3,0,52,52,0,0,0,3,0,2010,NA
547,1572,75,9525,5,7,1954,1998,0,2,2,3,3,3,4,954,1,0,218,1172,2,1172,0,0,1172,1,0,1,0,3,1,2,5,0,0,1954,3,1,366,3,3,3,240,0,0,0,0,0,0,0,2010,NA
548,1573,44,17485,7,5,2009,2010,96,3,2,4,3,4,6,1346,1,0,162,1508,4,1508,0,0,1508,1,0,1,0,1,1,3,5,2,3,2009,2,2,572,3,3,3,0,0,0,0,0,0,0,0,2010,NA
549,1574,0,11200,5,3,1964,1964,0,2,1,3,3,2,1,0,1,0,1250,1250,4,1298,0,0,1298,0,0,2,0,3,1,2,5,0,0,1964,1,2,504,3,2,1,0,144,0,0,0,0,0,0,2010,NA
550,1587,68,8842,5,6,1954,1954,0,2,3,2,3,1,1,0,1,0,381,381,4,992,0,0,992,0,0,1,0,3,1,2,6,0,0,1954,1,1,319,3,3,3,60,0,56,0,0,0,3,0,2010,NA
551,1588,60,10044,5,6,1968,1968,0,2,2,4,3,4,5,1070,1,0,126,1196,2,1196,0,0,1196,1,0,1,0,3,1,2,6,0,0,1968,2,1,336,3,3,3,257,0,168,0,0,0,3,0,2010,NA
552,1591,64,6410,4,5,1958,1958,0,2,2,3,3,1,1,0,1,0,960,960,4,960,0,0,960,0,0,1,0,3,1,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2010,NA
553,1849,0,15635,4,5,1954,1954,0,2,2,0,0,0,0,0,0,0,0,0,2,1383,0,0,1383,0,0,1,0,2,1,2,6,0,0,1980,1,2,498,2,3,3,0,0,90,0,110,0,0,0,2009,NA
554,1850,68,9571,5,5,1956,1956,0,2,2,3,3,1,3,257,1,0,816,1073,2,1073,0,0,1073,1,0,1,0,2,1,2,5,0,0,1956,1,1,340,3,3,3,0,0,0,0,0,0,4,0,2009,NA
555,1852,62,7440,5,6,1954,1954,0,2,2,4,3,1,4,173,1,0,916,1089,2,1089,0,0,1089,1,0,1,0,3,1,2,5,1,4,1954,2,1,252,3,3,2,328,0,0,0,0,0,3,0,2009,NA
556,1890,80,10682,4,6,1960,1971,0,2,2,3,3,1,6,399,1,0,615,1014,2,1149,0,0,1149,1,0,1,0,3,1,2,7,0,0,1968,3,1,544,3,3,3,0,240,0,0,0,0,3,0,2009,NA
557,1892,64,6410,4,5,1959,1959,0,2,2,3,3,1,2,332,3,243,301,876,2,876,0,0,876,0,0,1,0,3,1,2,5,0,0,1959,1,1,320,3,3,3,0,0,0,0,0,0,3,0,2009,NA
558,1893,70,11767,5,5,1950,1961,0,2,2,2,3,2,3,1078,1,0,0,1078,2,1368,0,0,1368,1,0,1,0,3,1,2,6,0,0,1950,2,1,195,3,3,3,0,41,211,0,0,0,0,900,2009,NA
559,1895,70,11767,5,5,1956,1956,259,2,2,3,3,1,3,546,1,0,604,1150,4,1560,0,0,1560,0,0,1,0,2,1,2,7,1,3,1956,1,1,313,3,3,3,0,0,0,0,0,0,0,0,2009,NA
560,2153,68,9571,5,6,1956,1956,0,2,2,3,3,3,3,870,1,0,639,1509,2,1509,0,0,1509,1,0,1,0,3,1,3,6,1,3,1956,1,1,322,3,3,3,158,0,0,0,576,0,3,0,2008,NA
561,2184,75,9825,5,5,1966,1966,0,2,2,3,3,1,3,609,1,0,483,1092,2,1092,0,0,1092,0,0,1,0,3,1,2,6,0,0,1966,1,1,264,3,3,3,259,0,0,0,161,0,3,0,2008,NA
562,2186,65,6500,6,6,1976,1976,84,2,2,3,3,1,4,1033,1,0,94,1127,2,1127,0,0,1127,0,1,1,1,3,1,2,6,1,1,1991,1,2,480,3,3,3,0,0,138,0,0,0,0,0,2008,NA
563,2189,123,47007,5,7,1959,1996,0,2,2,0,0,0,0,0,0,0,0,0,2,3820,0,0,3820,0,0,3,1,5,1,4,11,2,4,1959,1,2,624,3,3,3,0,372,0,0,0,0,0,0,2008,NA
564,2195,68,9520,4,5,1953,1953,115,2,2,4,3,1,3,767,1,0,144,911,2,930,0,0,930,0,0,1,0,2,1,2,5,0,0,1953,2,1,286,3,3,3,134,0,0,0,0,0,3,3000,2008,NA
565,2493,0,17541,5,7,1948,1960,0,2,3,3,4,2,4,300,1,0,109,409,4,1325,0,0,1325,0,0,2,0,3,1,3,6,1,3,1996,1,2,576,3,3,3,0,42,0,0,0,0,0,0,2007,NA
566,2494,0,22692,5,5,1953,1953,0,2,2,3,3,1,3,587,1,0,486,1073,2,1630,0,0,1630,0,0,2,0,3,1,2,6,1,3,1953,1,2,649,3,3,2,0,64,0,0,0,0,0,0,2007,NA
567,2495,84,17808,4,5,1946,1958,0,2,2,3,3,1,1,0,1,0,484,484,2,1242,0,0,1242,0,0,1,0,2,1,2,4,0,0,1946,1,1,336,3,3,1,0,0,0,0,0,0,0,0,2007,NA
568,2501,58,9280,5,6,1951,1951,0,2,2,2,3,1,5,557,1,0,785,1342,4,1342,0,0,1342,1,0,1,0,4,1,2,7,0,0,1951,1,1,256,3,3,3,0,0,0,0,0,0,0,0,2007,NA
569,2544,67,8308,4,6,1963,1963,20,2,3,3,3,1,4,132,2,841,115,1088,2,1088,0,0,1088,0,0,1,0,2,1,2,4,0,0,2002,1,2,520,3,3,2,0,0,0,0,0,0,0,0,2007,NA
570,2546,80,8240,6,6,1960,1960,198,2,2,3,3,1,1,0,1,0,1179,1179,3,1179,0,0,1179,0,0,1,0,2,1,2,5,0,0,1960,3,2,622,3,3,2,0,0,0,0,0,0,4,0,2007,NA
571,2550,128,39290,10,5,2008,2009,1224,4,2,5,3,4,6,4010,1,0,1085,5095,4,5095,0,0,5095,1,1,2,1,2,1,4,15,2,4,2008,3,3,1154,3,3,3,546,484,0,0,0,0,0,17000,2007,NA
572,2552,64,6400,5,7,1959,2000,0,2,2,3,3,3,3,77,5,831,52,960,4,960,0,0,960,1,0,1,0,2,1,1,4,0,0,1959,1,1,392,3,3,3,144,0,35,0,0,0,0,0,2007,NA
573,2556,60,8172,4,5,1955,1955,0,2,2,3,3,1,4,544,1,0,224,768,2,768,0,0,768,0,0,1,0,2,1,2,4,1,2,1959,1,1,355,3,3,3,0,0,196,0,0,0,3,0,2007,NA
574,2557,60,8172,4,5,1955,1955,0,2,2,3,3,1,5,682,1,0,182,864,2,864,0,0,864,1,0,1,0,3,1,2,5,0,0,1996,1,2,528,3,3,1,196,0,0,0,0,0,0,0,2007,NA
575,2820,75,9375,4,5,1954,1954,0,2,3,3,3,1,3,799,1,0,168,967,4,1350,0,0,1350,0,0,1,1,3,1,2,6,1,4,1954,2,2,504,3,3,3,237,0,0,0,0,0,0,0,2006,NA
576,2825,80,12048,5,6,1952,2002,232,2,2,0,0,0,0,0,0,0,0,0,3,1488,0,0,1488,0,0,1,0,3,1,2,7,1,5,2002,2,2,569,3,3,3,0,189,36,0,348,0,0,0,2006,NA
577,2826,70,10519,5,8,1955,1999,164,2,2,3,3,2,1,0,1,0,1057,1057,3,1057,0,0,1057,0,1,1,0,3,1,3,6,0,0,1955,1,1,288,3,3,3,0,0,0,0,0,0,0,0,2006,NA
578,2861,73,16133,5,4,1969,1969,0,2,2,4,3,2,5,847,1,0,329,1176,2,1176,0,0,1176,1,0,1,0,2,1,2,5,0,0,1969,1,1,360,3,3,3,0,92,0,0,112,0,0,0,2006,NA
579,2863,75,8050,6,5,2002,2002,0,2,2,4,3,3,6,475,5,297,142,914,4,914,0,0,914,1,0,1,0,2,1,3,4,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,2006,NA
580,2870,60,16012,4,4,1954,1968,60,2,2,3,3,1,3,691,1,0,263,954,4,1482,0,0,1482,0,1,2,0,3,1,2,6,1,4,1956,1,2,609,3,3,3,0,30,0,0,0,0,3,0,2006,NA
581,2823,60,19800,6,8,1935,1949,0,2,2,3,3,1,3,425,1,0,1411,1836,3,1836,1836,0,3672,0,0,3,1,5,1,3,7,2,4,1993,1,2,836,3,3,3,684,80,32,0,0,0,0,0,2006,NA
582,1853,42,4235,5,5,1984,1984,149,3,2,4,3,2,6,552,5,393,104,1049,2,1049,0,0,1049,1,0,2,0,2,1,3,5,0,0,1984,3,1,266,3,3,3,0,105,0,0,0,0,0,0,2009,NA
583,2500,39,3869,5,6,1984,1984,149,3,4,3,3,1,2,283,6,755,0,1038,3,1038,0,0,1038,0,0,2,0,2,1,2,5,0,0,1984,2,1,264,3,3,3,0,105,0,0,0,0,0,0,2007,NA
584,524,130,40094,10,5,2007,2008,762,4,2,5,3,4,6,2260,1,0,878,3138,4,3138,1538,0,4676,1,0,3,1,3,1,4,11,1,4,2007,3,3,884,3,3,3,208,406,0,0,0,0,0,0,2007,184750
585,1074,75,7950,6,6,1977,1977,140,2,2,3,3,1,4,535,1,0,155,690,2,698,728,0,1426,0,0,1,1,3,1,2,6,0,0,1977,3,2,440,3,3,3,252,0,0,0,0,0,3,0,2009,159500
586,1255,60,6931,7,5,2003,2004,92,3,2,4,3,1,1,0,1,0,746,746,4,760,896,0,1656,0,0,2,1,3,1,3,7,1,4,2003,3,2,397,3,3,3,178,128,0,0,0,0,0,0,2008,165400
587,1299,313,63887,10,5,2008,2008,796,4,2,5,3,4,6,5644,1,0,466,6110,4,4692,950,0,5642,2,0,2,1,3,1,4,12,3,4,2008,3,2,1418,3,3,3,214,292,0,0,0,480,0,0,2008,160000
588,1851,50,9350,6,7,1946,1958,0,2,2,3,3,1,4,342,1,0,405,747,4,892,747,0,1639,0,0,1,1,3,1,3,6,1,4,1946,1,1,240,3,3,3,0,50,0,0,0,0,0,0,2009,NA
589,2155,50,9360,6,8,1962,2001,216,3,2,3,3,1,3,324,1,0,297,621,2,621,648,0,1269,0,0,1,1,3,1,2,7,0,0,1962,1,1,280,3,3,3,0,236,0,0,0,0,2,0,2008,NA
590,2188,72,7200,6,7,1976,2001,0,2,2,3,3,3,5,288,1,0,396,684,2,684,714,0,1398,0,0,1,1,3,1,2,6,1,3,1976,3,2,440,3,3,3,0,0,0,0,0,0,3,0,2008,NA
591,2549,60,7023,5,5,2005,2006,0,2,2,4,4,1,6,611,1,0,123,734,3,734,674,0,1408,1,0,2,1,3,1,2,6,0,0,2005,3,2,489,3,3,3,0,85,0,0,0,0,0,0,2007,NA
592,2862,62,7162,7,5,2003,2004,190,3,2,4,3,1,1,0,1,0,796,796,4,806,918,0,1724,0,0,2,1,3,1,3,8,1,4,2003,3,2,616,3,3,3,168,57,0,0,0,0,0,0,2006,NA
593,2864,90,11060,7,5,2003,2005,0,3,2,5,3,1,1,0,1,0,1150,1150,4,1164,1150,0,2314,0,0,2,1,3,1,3,9,1,5,2003,3,2,502,3,3,3,0,274,0,0,0,0,0,0,2006,NA
594,30,60,6324,4,6,1927,1943,0,2,2,3,3,1,1,0,1,0,520,520,1,520,0,0,520,0,0,1,0,1,1,1,4,0,0,1920,1,1,240,2,3,3,49,0,87,0,0,0,0,0,2008,68500
595,147,51,6120,5,7,1931,1946,0,2,2,3,3,1,4,209,1,0,506,715,2,875,0,0,875,1,0,1,0,2,1,2,5,0,0,1931,1,1,180,2,3,3,48,0,0,0,0,0,0,0,2009,105000
596,251,55,5350,3,2,1940,1953,0,2,0,3,3,1,1,0,1,0,728,728,4,1306,0,0,1306,0,0,1,0,3,1,1,6,0,0,0,0,0,0,0,0,3,263,0,0,0,0,0,2,450,2010,76500
597,394,0,7446,4,5,1941,1954,0,2,2,3,3,1,3,266,1,0,522,788,2,788,0,0,788,0,0,1,0,2,1,2,4,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2006,100000
598,587,55,10267,6,7,1918,1936,0,2,3,3,4,2,3,210,5,606,0,816,4,838,0,0,838,1,0,1,0,2,1,1,5,0,0,1961,3,1,275,3,3,1,0,0,112,0,0,0,1,0,2008,130000
599,637,51,6120,2,3,1936,1950,0,1,1,3,2,1,1,0,1,0,264,264,1,800,0,0,800,0,0,1,0,1,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,60000
600,697,50,6000,5,7,1921,1938,0,2,2,3,3,1,2,616,1,0,0,616,3,616,0,0,616,0,0,1,0,2,1,2,4,0,0,1921,1,1,205,3,3,3,0,0,129,0,0,0,0,0,2006,89000
601,711,56,4130,3,6,1935,1949,0,3,2,3,3,1,1,0,1,0,270,270,3,729,0,0,729,0,0,1,0,2,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008,52000
602,762,60,6911,5,5,1924,1941,0,2,2,3,3,2,2,405,1,0,740,1145,2,1301,0,0,1301,0,0,1,0,2,1,1,5,0,0,1965,1,2,440,3,3,3,0,0,0,0,0,0,0,0,2009,100000
603,913,51,6120,5,7,1925,1942,0,2,2,3,3,1,3,489,1,0,279,768,2,1015,0,0,1015,0,0,1,0,3,1,2,6,0,0,1925,1,1,450,3,3,3,0,0,112,0,120,0,3,620,2006,88000
604,936,52,5825,4,5,1926,1942,108,2,3,2,3,2,1,0,1,0,600,600,3,747,0,0,747,0,0,1,0,1,1,2,5,0,0,1953,1,2,528,3,3,3,0,0,32,0,0,0,0,0,2006,79900
605,977,51,5900,4,7,1923,1940,0,2,2,4,3,1,1,0,1,0,440,440,2,869,0,0,869,0,0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2006,85500
606,1136,60,6180,6,5,1926,1942,0,2,2,3,3,1,1,0,1,0,960,960,2,986,0,0,986,0,0,1,0,2,1,2,5,1,4,1926,1,1,180,3,3,3,0,128,0,0,0,0,0,0,2007,102000
607,1140,98,8731,5,5,1920,1938,0,2,1,3,3,1,4,645,1,0,270,915,2,1167,0,0,1167,0,0,1,0,3,1,2,6,1,4,1972,1,2,495,3,3,3,0,0,216,0,126,0,0,0,2007,144000
608,1324,50,5330,4,7,1940,1953,0,1,2,3,3,1,2,280,1,0,140,420,3,708,0,0,708,0,0,1,0,2,1,1,5,0,0,0,0,0,0,0,0,3,164,0,0,0,0,0,0,0,2009,82500
609,1444,0,8854,6,6,1916,1934,0,2,2,3,3,1,1,0,1,0,952,952,1,952,0,0,952,0,0,1,0,2,1,1,4,1,4,1916,1,1,192,2,1,2,0,98,0,0,40,0,0,0,2009,121000
610,1544,50,5000,4,7,1925,1942,0,2,2,3,3,1,3,188,1,0,577,765,2,765,0,0,765,1,0,1,0,2,1,3,4,0,0,1926,1,1,200,2,3,2,135,0,41,0,0,0,3,0,2010,NA
611,1824,0,6615,6,6,1923,1940,0,2,2,3,3,1,1,0,1,0,1022,1022,2,1432,0,0,1432,0,0,1,0,3,1,3,6,1,4,1923,1,1,216,2,3,3,266,61,0,0,0,0,2,0,2009,NA
612,1827,51,6120,5,6,1925,1942,0,2,2,3,3,1,1,0,1,0,960,960,3,995,0,0,995,0,0,1,0,2,1,2,5,0,0,1926,1,1,264,3,3,3,0,15,51,0,0,0,3,0,2009,NA
613,1829,50,8635,5,5,1925,1942,0,2,1,3,3,1,2,134,1,0,938,1072,2,1072,0,0,1072,1,0,1,0,2,1,2,5,0,0,1982,1,5,1184,2,3,2,0,0,105,0,0,0,0,0,2009,NA
614,2110,55,7111,5,7,1928,1944,0,3,3,3,3,1,2,406,4,273,329,1008,2,1143,0,0,1143,0,0,1,0,2,1,2,5,1,1,1992,1,1,288,3,3,3,265,0,0,0,0,0,4,0,2008,NA
615,2116,50,6000,5,7,1924,1941,0,2,1,3,2,1,1,0,1,0,949,949,4,949,0,0,949,0,0,1,0,2,1,2,5,1,2,1924,1,2,370,3,3,3,0,0,48,0,0,0,0,0,2008,NA
616,2123,0,6120,5,6,1945,1957,0,2,3,0,0,0,0,0,0,0,0,0,3,808,0,0,808,0,0,1,0,1,1,2,6,0,0,1925,1,1,164,3,3,2,0,48,0,0,0,0,0,0,2008,NA
617,2796,50,11672,5,5,1925,1942,0,2,2,3,3,1,1,0,1,0,816,816,2,816,0,0,816,0,0,1,0,2,1,2,4,0,0,1925,1,1,210,2,2,1,168,0,112,0,0,0,0,0,2006,NA
618,16,51,6120,7,8,1929,1945,0,2,2,3,3,1,1,0,1,0,832,832,4,854,0,0,854,0,0,1,0,2,1,2,5,0,0,1991,1,2,576,3,3,3,48,112,0,0,0,0,4,0,2007,132000
619,438,50,6000,6,7,1926,1942,0,3,2,3,3,1,1,0,1,0,884,884,3,904,0,0,904,0,0,1,0,2,1,2,4,0,0,1926,1,1,180,3,3,3,0,0,105,0,0,0,0,0,2009,119000
620,556,58,6380,5,6,1922,1939,0,2,2,3,2,1,1,0,1,0,993,993,2,1048,0,0,1048,0,0,1,0,2,1,2,5,1,4,1922,1,1,280,3,3,3,0,0,116,0,0,0,0,0,2006,113000
621,827,50,6130,5,6,1924,1941,0,2,2,3,3,1,5,784,1,0,0,784,3,784,0,0,784,1,0,1,0,2,1,3,5,0,0,0,0,0,0,0,0,3,0,0,116,0,0,0,0,0,2008,109500
622,2119,50,5000,6,7,1926,1942,0,2,2,3,3,1,1,0,1,0,992,992,4,1013,0,0,1013,0,0,1,0,3,1,2,6,0,0,1926,1,1,160,2,3,3,0,0,101,0,0,0,0,0,2008,NA
